EstacaoCodigo,NivelConsistencia,Data,TipoMedicaoChuvas,Maxima,Total,DiaMaxima,NumDiasDeChuva,MaximaStatus,TotalStatus,NumDiasDeChuvaStatus,TotalAnual,TotalAnualStatus,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31,Chuva01Status,Chuva02Status,Chuva03Status,Chuva04Status,Chuva05Status,Chuva06Status,Chuva07Status,Chuva08Status,Chuva09Status,Chuva10Status,Chuva11Status,Chuva12Status,Chuva13Status,Chuva14Status,Chuva15Status,Chuva16Status,Chuva17Status,Chuva18Status,Chuva19Status,Chuva20Status,Chuva21Status,Chuva22Status,Chuva23Status,Chuva24Status,Chuva25Status,Chuva26Status,Chuva27Status,Chuva28Status,Chuva29Status,Chuva30Status,Chuva31Status..................................,
2651023,1,1/10/1979,1,58.4,409.6,7,13,1,1,0,1943.800049,1,0,16.4,0,0,0,12.4,58.4,39.8,0,0,0,0,0,48.8,1.4,0,0,0,0,0,0,0,0,5.8,41.2,34.4,0,20.5,57.5,52,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651023,1,1/11/1979,1,47.7,175.9,8,9,1,1,0,1943.800049,1,3.8,0,0,0,0,0,0,47.7,6,36,0,3,0,0,0,0,16.2,46.6,3,0,0,0,0,0,13.6,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651023,1,1/12/1979,1,28.2,164.3,4,15,1,1,0,1943.800049,1,13.4,13.7,0,28.2,0,0,0,0,12,0,21,11.2,0,0,16.2,12,2,0,4,5,6.8,8.8,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651023,1,1/1/1980,1,96.2,272.1,25,8,1,1,0,2198.699951,1,0,0,0,0,0,0,61.1,27.6,23.2,0,0,0,0,0,0,0,0,0,18,7.4,0,0,8,30.6,96.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651023,1,1/2/1980,1,68.4,163.6,29,8,1,1,0,2198.699951,1,13.6,0,0,0,0,0,0,0,0,0,16.2,2.2,0,0,0,0,8.4,6.4,0,0,0,0,0,0,0,0,18.8,29.6,68.4,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,..
2651023,1,1/3/1980,1,65.1,223.6,12,13,1,1,0,2198.699951,1,50.6,1,0,0,14.2,2.4,0,0,3.2,19.4,30,65.1,15.8,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651023,1,1/4/1980,1,20.4,80.6,11,6,1,1,0,2198.699951,1,0,0,0,0,4,0,0,0,0,6.8,20.4,17.9,12.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651023,1,1/5/1980,1,37.4,164.7,21,10,1,1,0,2198.699951,1,0,12,0,0,0,0,20.4,6.2,5,27,37,0,0,0,0,0,0,14,0,0,37.4,4.2,0,0,0,0,0,0,1.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651023,1,1/6/1980,1,41.2,122.4,25,6,1,1,0,2198.699951,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,16.6,25,0,0,41.2,19,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651023,1,1/7/1980,1,55.4,185.8,30,9,1,1,0,2198.699951,1,0,38.8,0,19.2,0,0,0,0,27.4,16.2,2.2,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.6,0,0,55.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
