EstacaoCodigo,NivelConsistencia,Data,TipoMedicaoChuvas,Maxima,Total,DiaMaxima,NumDiasDeChuva,MaximaStatus,TotalStatus,NumDiasDeChuvaStatus,TotalAnual,TotalAnualStatus,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31,Chuva01Status,Chuva02Status,Chuva03Status,Chuva04Status,Chuva05Status,Chuva06Status,Chuva07Status,Chuva08Status,Chuva09Status,Chuva10Status,Chuva11Status,Chuva12Status,Chuva13Status,Chuva14Status,Chuva15Status,Chuva16Status,Chuva17Status,Chuva18Status,Chuva19Status,Chuva20Status,Chuva21Status,Chuva22Status,Chuva23Status,Chuva24Status,Chuva25Status,Chuva26Status,Chuva27Status,Chuva28Status,Chuva29Status,Chuva30Status,Chuva31Status.................................,
2651028,1,1/6/1982,1,50.1,265.7,11,13,1,1,1,,,0,0,0,5,0,0,0,0,0,0,50.1,3.2,36.2,0,0,24,5,0,0,35,0,9,0,5.2,7,40,12,0,34,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1982,1,108.4,236,18,7,1,1,1,,,0,0,0,0,0,0,0,24,0,19,0,45.2,25.4,0,0,0,5,108.4,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1982,1,32,147.7,18,7,1,1,1,,,0,0,26,0,0,0,0,0,13.2,0,0,0,0,0,0,4,27.2,32,0,0,0,0,0,20.1,0,0,0,0,0,0,25.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1982,1,22.2,54.3,19,3,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,13,0,0,0,19.1,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1982,1,59.4,243.7,8,12,1,1,1,,,0,22,25,0,0,0,0,59.4,0,25.5,6.2,0,15,0,0,0,0,33,0,0,10,13,0,18.4,0,8.2,0,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1982,1,50,349.2,12,13,1,1,1,,,0,0,0,29,0,23,0,0,0,0,11,50,17.4,0,50,25,0,0,0,20,50,0,5.2,0,49.6,0,7,12,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1982,1,49.8,221.6,28,10,1,1,1,,,0,0,0,0,0,0,25.4,0,0,0,0,0,10,17.4,0,43,0,0,17,0,20,25,0,0,0,0,0,49.8,7,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1983,1,40,167.2,4,13,1,1,1,,,0,9.4,0,40,24.2,0,25,0,0,0,5,0,8.2,0,0,10,0,0,0,5.4,0,0,15,6,0,8,5,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1983,1,,,,,0,0,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,................................
2651028,1,1/3/1983,1,,,,,,,,,,0,20.4,,66,0,5.4,1.2,0,0,0,0,7,0,0,0,17.8,0,25,26.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,...
2651028,1,1/4/1983,1,74.2,283.8,19,11,1,1,1,,,16,5.6,0,0,0,35,24,0,0,0,0,0,0,0,34.6,0,0,36.8,74.2,0,0.4,0,0,40,6.8,0,0,0,0,10.4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1983,1,133.2,421.8,20,17,1,1,1,,,0,6.2,4.2,0,0,0,6.4,41,0,55.4,44.8,16,0,0,4.2,3.6,7.2,0,45.6,133.2,3.6,8.6,4.2,0,0,0,0,35.2,0,2.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1983,1,60.8,231.4,12,8,1,1,1,,,0,0,0,0,0,0,0,0,28.6,13.2,0,60.8,25.8,21.4,0,0,0,0,0,0,0,0,0,58.4,0,0,13.4,9.8,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1983,1,137.6,748.8,7,17,1,1,1,,,0,0,4.6,0,5.4,22.4,137.6,115.6,131.8,68,39.2,14.6,0,0,0,30,6,0,0,0,0,0,0,0,31,47.6,31.4,33.6,0,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1983,1,13.6,39.2,1,4,1,1,1,,,13.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1983,1,57,235.6,18,9,1,1,1,,,0,0,0,0,14,0,0,0,0,0,0,9.8,0,0,24,48.8,0,57,0,0,0,13.4,49.4,13.6,0,0,0,0,0,5.6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1983,1,63.8,209.7,11,7,1,1,1,,,29.5,0,0,0,0,0,0,0,0,0,63.8,3.8,0,0,0,0,0,28.4,0,0,30,30.4,0,0,0,0,0,0,0,0,23.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1983,1,51.4,173.6,20,9,1,1,1,,,24.8,1.4,15,0,0,0,0,0,0,0,13.2,19.8,13.4,0,0,0,0,0,15,51.4,0,19.6,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1983,1,30.6,125.6,29,10,1,1,1,,,0,0,0,0,0,0,0,0,0,0,11.2,7.8,0,0,0,0,0,14.2,14.6,25.2,6.8,3.6,0,0,0,0,0,0,30.6,3.4,8.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1984,1,19,136.4,17,15,1,1,1,,,0,17,0,6.2,3.2,2.4,2,0,13.4,0,0,0,0,0,0,0,19,0,15.4,0,5.2,0,0,0,9.2,0,9,10.4,8.2,13.4,2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1984,1,37.6,97.6,19,14,1,1,1,,,14,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,7.4,0.4,4.2,37.6,3.2,3,0,0.6,2.4,3,4.2,3.2,4.6,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,..
2651028,1,1/3/1984,1,46.6,188.2,29,9,1,1,1,,,28.4,26.8,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,29.8,11.6,0,0,0,0,0,0,0,46.6,28.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/4/1984,1,63.2,139.3,2,7,1,1,1,,,2,63.2,0,0,0,0,0,0,0,0,0,0,0,3.8,0,2,0,0,22,0,0,0,0,39.3,0,0,0,0,7,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1984,1,21.5,109.4,10,12,1,1,1,,,0,0,0,0,0,0,11.6,0,1.9,21.5,12.8,3.1,3.4,21,0,0,8.7,9,0.9,0,6.2,0,0,0,0,0,0,0,9.3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1984,1,107.1,252.3,15,7,1,1,1,,,0,0,0,0,0,9.8,1,0,0,8.7,0,0,63.9,24,107.1,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1984,1,34.1,74.6,4,5,1,1,1,,,0,0,0,34.1,0,0,6.4,0,25.8,3.5,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1984,1,71.6,302.3,6,13,1,1,1,,,0,38.4,11.6,0,4.8,71.6,57.9,25.4,8.4,0,0,0,0,0,0,0,2.4,0,0.8,0,8.4,12.6,34.4,25.6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1984,1,81.9,134.3,26,6,1,1,1,,,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,7.4,0,0,0,0,19.6,0.8,0,0,0,19.4,81.9,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1984,1,24,58.9,7,8,1,1,1,,,0,0,0,0,0,8.5,24,0.1,9.4,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1984,1,63.5,273.9,12,14,1,1,1,,,0,19.7,26.8,1.7,16.2,29.8,3,0.4,28.2,0,0,63.5,0,0,0,0,6.7,9.4,0,47,0,0,0,0,16.1,0,0,0,0,5.4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1984,1,32.2,180.5,30,14,1,1,1,,,28.4,22.7,0,0,0,26.1,0.3,2,18.1,0,0,1.6,13.3,7.4,0,0,0,10.1,0,0,0,0,0,0,10.1,0,0,4.5,0,32.2,3.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1985,1,15.4,50.3,28,9,1,1,1,,,1.1,2.4,9.9,7.3,0,0,0,4.6,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,15.4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1985,1,131.9,380.1,7,20,1,1,1,,,1,6.9,14.2,21,21.7,0,131.9,18.2,0,2.7,27.4,11.6,15.9,3,28.5,6,2.3,10.4,1.3,7,25.1,0,0,0,0,0,24,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,...
2651028,1,1/3/1985,1,,,,,,,,,,,3.3,0,0,0,10.9,0.4,0,0,1.3,7,0,0,0,0,5.4,15.8,0,0,0,0,0,11,28.9,0,2.6,3.8,3.2,0,6.8,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,...
2651028,1,1/4/1985,1,53.9,202.3,6,13,1,1,1,,,0,0,1.7,35.5,15,53.9,9.3,1.8,0,0,4.3,0,0,0,0,44.8,21.4,0.3,0,0,0,0,0,0,0,0,3.6,0,1.3,9.4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1985,1,25.9,70.4,24,5,1,1,1,,,0,0,0,0,0,0,0,14,15.8,6.2,0,0,0,0,0,0,0,0,0,0,0,8.5,0,25.9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1985,1,25.8,49.8,2,3,1,1,1,,,0,25.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1985,1,26.2,58.8,1,8,1,1,1,,,26.2,2.6,0,0,1,18.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7.6,0,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1985,1,26.9,49.3,1,8,1,1,1,,,26.9,0.4,0,0,0,0,0,0,0,0,2.1,7,0,0,0,0,0,0.9,0,10,0,0,0,0,0,0,0,0,0,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1985,1,18.3,65.1,20,8,1,1,1,,,2.4,0,8.8,4.1,0,0,0,0,0,0,0,0,0,16.2,15,0,0.2,0.1,0,18.3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1985,1,51.5,162.9,29,10,1,1,1,,,0.1,0,0,0,0,0,8.7,2.1,0,0,0,0,0,0,0,13.7,0,0,0,37.1,11.6,0,0,0,12.5,0,0,21,51.5,0,4.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1985,1,57.9,156.7,2,7,1,1,1,,,1.5,57.9,5.8,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,20.6,33.7,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1985,1,16.9,51,13,5,1,1,1,,,0,0,0,0,0,0,0,0,0,4.7,0,0,16.9,13,3,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1986,1,37.1,195.3,19,11,1,1,1,,,31.6,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,37.1,32.3,0.6,4.2,32.5,0,0,0.5,28.9,0,15.8,0,5.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1986,1,54.7,281.7,10,15,1,1,1,,,15.5,44.2,0,0,26.6,4,0,14.2,0,54.7,4.5,4,0,0,0,3.3,3,0,0,0,0,0,13.5,29.5,14.3,0,37.4,13,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,...
2651028,1,1/3/1986,1,30.7,97.6,17,13,1,1,1,,,0.7,0,0,3.2,6.4,0,9.6,0,0,0,0,9.4,2.3,0,0,0,30.7,4.8,5.3,0,0,0,0,1.5,19.8,1.2,0,0,0,2.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/4/1986,1,51.5,197.2,7,11,1,1,1,,,0,0,16.9,12.7,0,32.3,51.5,0,3.7,18.1,0,0,0,1.5,10.4,0,0,0,0,0,21.3,21.2,0,0,0,0,7.6,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1986,1,61.1,219.1,30,9,1,1,1,,,0,0,0,0,0,0,0,0,0,29,0,0,22.5,0,0,0,0,37.8,0,2.5,8.8,0,0,0,19.8,0,0,0,4.9,61.1,32.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1986,1,21,34.2,25,4,1,1,1,,,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,21,0,0,0,1.5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1986,1,19.1,60.6,21,6,1,1,1,,,5.6,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,18.7,3,19.1,0,0,0,0,0,0,0,0,0,3.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1986,1,38.3,121.4,23,6,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,7.8,22.3,16.1,14.8,22.1,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1986,1,42.8,177.2,17,8,1,1,1,,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35.7,42.8,7.9,38,23,0,0,0,10.1,10.7,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1986,1,76.3,159.7,10,9,1,1,1,,,0,0,0,0,0,0,0,21.7,3.6,76.3,2.9,0,0,0,0,0,0,16,3.3,1.6,28.7,0,0,0,0,0,0,0,0,5.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1986,1,35,169.7,6,12,1,1,1,,,0,10.3,17.7,33,14.5,35,0,0,0,12.3,4.9,0,0,0,0,0,0,0,0,0,0,0,6.6,0,1,29.1,0,0,2.6,2.7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1986,1,97.7,176.3,15,11,1,1,1,,,0,0,0,1.2,0,1.4,0,0,2.6,0,0,0,0,0,97.7,5,0,26.7,1.2,2.5,2.9,5.4,0,0,0,0,0,29.7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1987,1,33.9,189.8,13,14,1,1,1,,,0,22.9,0,0,0,0,0,3.7,4,0,19.1,13,33.9,18,8.9,11.7,14,0,0,3.9,0,0,0,0,13.4,0,0,0,0,10.5,12.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1987,1,28.6,203.7,8,17,1,1,1,,,15.1,16.4,12,3.7,4.2,0,14.3,28.6,8.4,0,0,0,0,0,9.6,8.6,0,0,26.9,7.4,11,11.4,1.9,4.3,0,0,19.9,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,...
2651028,1,1/3/1987,1,50.5,93.3,25,4,1,1,1,,,0,0,0,0,0,0,0,20.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,50.5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/4/1987,1,48.8,148,14,9,1,1,1,,,18.1,0,0,0,0,0,0,0,0,18.8,0.4,10.9,11.3,48.8,0,0,0,0,0,0,18.4,16,5.3,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1987,1,134.7,541.2,7,13,1,1,1,,,0,0,0,0,0,10.9,134.7,96.9,5.6,0,0,8.2,3,67.2,44.4,0,0,8.1,73.5,56.7,31.2,0.8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1987,1,41.4,161.6,14,8,1,1,1,,,0,0,21.6,2,0,0.8,0,0,0,0,0,0,39.4,41.4,19.4,1.6,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1987,1,64.2,111.2,8,8,1,1,1,,,0,0,0,25.4,0.4,0,3.1,64.2,0,0,0.8,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,2.4,13.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1987,1,29.6,101.4,17,7,1,1,1,,,0,0,0,0,0,28.5,2.1,3.8,0,0,0,0,0,0,0,11.7,29.6,8.4,0,0,0,0,0,0,0,0,0,0,0,17.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/9/1987,1,20.6,69,16,9,1,1,1,,,0,0,9.5,0,0,2.3,0,0,0,0,2.8,1,0,0,0,20.6,0,0,0,0,0,0,8.2,9.9,0,0,0,7.6,0,7.1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/10/1987,1,46.1,147.8,1,11,1,1,1,,,46.1,0,0,0,4.3,0,0,0,0,0,0,0,38.3,11.8,3.2,0,0,0,27.5,0,0,1.9,0,0,1.1,7,1.3,0,5.3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/11/1987,1,35,124.3,4,10,1,1,1,,,0,0,0,35,8,0,0,26,3.2,0,0,0,0,5.2,2.2,0,0,0,0,0,3.8,0,0,7.5,30.9,2.5,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/12/1987,1,17.5,110.8,21,12,1,1,1,,,0,0,6,6.7,13,0,0,0,15.2,0,0,14.9,0.5,0,0,0,0,10.5,0,0,17.5,0,0,0,0,0,0,9.2,1.6,14.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1988,1,17.8,77.9,10,9,1,1,1,,,0,0,0,2.2,0,0,0,0,0,17.8,0,0,0,11.5,4,0,5.6,13.1,0,0,0,5.5,15.2,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1988,1,34.2,129,1,12,1,1,1,,,34.2,0,0,0,0,0,29,0,12.5,0,3.2,0,0,2.7,2.3,5.7,2.1,0,0,0,0,0,0,0,5.2,0,5.6,21,5.5,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,..
2651028,1,1/3/1988,1,28.2,77.1,1,5,1,1,1,,,28.2,11.9,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,15.6,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/1/1989,1,40.5,313.1,31,21,1,1,1,,,25,0,0,0,3,5.4,12.5,12.9,23.6,0,0,0,9,16.2,33,15,0,0,0,0,10.4,9,7,21.6,2,15,17.4,11,13.2,10.4,40.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/2/1989,1,110,207.4,3,11,1,1,1,,,8,0,110,9,0,0,0,5.2,9,0,0,0,0,0,4,0,0,0,14,0,7.4,12.5,8.3,20,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,...
2651028,1,1/3/1989,1,31,101.3,26,8,1,1,1,,,0,17.6,5,8.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,31,0,0,0,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/4/1989,1,28,180.3,2,11,1,1,1,,,27,28,0,0,25,5,0,11.3,0,0,5,3,0,0,0,0,13,12,0,0,0,0,0,0,0,0,27,0,24,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/5/1989,1,89,167,4,6,1,1,1,,,12,0,6,89,48,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/6/1989,1,23,70,7,5,1,1,1,,,0,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,19,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,.
2651028,1,1/7/1989,1,53,158.4,30,8,1,1,1,,,0,24,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,5.4,0,53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2651028,1,1/8/1989,1,46,123,23,8,1,1,1,,,0,0,0,0,13,0,0,0,4,2,0,0,0,0,0,0,0,0,0,16,0,6,46,0,24,0,12,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
