EstacaoCodigo,NivelConsistencia,Data,TipoMedicaoChuvas,Maxima,Total,DiaMaxima,NumDiasDeChuva,MaximaStatus,TotalStatus,NumDiasDeChuvaStatus,TotalAnual,TotalAnualStatus,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31,Chuva01Status,Chuva02Status,Chuva03Status,Chuva04Status,Chuva05Status,Chuva06Status,Chuva07Status,Chuva08Status,Chuva09Status,Chuva10Status,Chuva11Status,Chuva12Status,Chuva13Status,Chuva14Status,Chuva15Status,Chuva16Status,Chuva17Status,Chuva18Status,Chuva19Status,Chuva20Status,Chuva21Status,Chuva22Status,Chuva23Status,Chuva24Status,Chuva25Status,Chuva26Status,Chuva27Status,Chuva28Status,Chuva29Status,Chuva30Status,Chuva31Status
2651020,1,1/11/80,1,29.6,112.4,7,6,1,1,0,185.990.002.441.406,1,0,0,0,0,0,19.2,29.6,27,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,7.4,0,0,0,0,0,24.6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/80,1,49.6,252.6,20,15,1,1,0,185.990.002.441.406,1,0,2.8,11.2,21.4,3.2,0,0,0,0,0,0,26.4,19.2,4.2,0,0,0,0,16.2,49.6,30.4,6,0,6.6,3.6,0,0,16,35.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/81,1,43,125.8,19,10,1,1,0,158.640.002.441.406,1,0,0,0,0,0,0,6.4,29.8,19,2.8,0,2.2,0,0,12.6,0,0,2,43,0,3,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/81,1,34.8,103.6,9,10,1,1,0,158.640.002.441.406,1,0,2.2,0,7.6,15,11.2,0,0,34.8,0,14,0,5.6,0,8.6,0,0,0,0,0,0,3.6,1,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2651020,1,1/3/81,1,22.2,90.2,7,9,1,1,0,158.640.002.441.406,1,0,0,16.2,2.6,0.6,1.8,22.2,0,6.8,3.8,0,0,0,0,14.6,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/81,1,86,218.8,26,8,1,1,0,158.640.002.441.406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,19.4,0,0,0,0,0,0,11.6,0,43.8,86,37.5,1.4,5.9,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/81,1,19,49.2,4,6,1,1,0,158.640.002.441.406,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,6.6,2,0,0,0,0,4,16.2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/81,1,58.6,147,24,9,1,1,0,158.640.002.441.406,1,0,0,10.4,0,0,6,15,3.4,0,0,14,0,0,0,0,7,0,0,0,0,0,0,14,58.6,18.6,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/81,1,14,17.4,25,2,1,1,0,158.640.002.441.406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/81,1,28.6,109,13,8,1,1,0,158.640.002.441.406,1,0,0,0,0,0,0,0,0,15.6,0.6,0,0,28.6,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,18.4,22.2,16,2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/81,1,39.4,119.4,21,9,1,1,0,158.640.002.441.406,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,6.6,1.2,5.8,35,19.8,0,0,6.6,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/81,1,63.6,168.6,27,10,1,1,0,158.640.002.441.406,1,0,0,0,19.6,0,15.8,10.6,0,0,17.4,6.2,0,0.6,0,10,13.2,0,0,0,11.6,0,0,0,0,0,0,63.6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/81,1,45.4,174.4,30,11,1,1,0,158.640.002.441.406,1,0,14.2,3,10.2,0,0,44.6,3,4.4,22.4,0,0,0,20,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,2.4,45.4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/81,1,70.6,263,1,15,1,1,0,158.640.002.441.406,1,70.6,14.8,4.2,0,0,45.2,0,0,10,1.4,0,0,0,0,10.4,3.2,0,0,17,0,8,10.4,40.6,0.8,0,0,15.8,10.6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/82,1,20.4,47.4,9,7,1,1,0,209.430.004.882.813,1,0,0.6,0,0,0,0,0,11,20.4,0,3.4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/82,1,90.2,209.4,5,12,1,1,0,209.430.004.882.813,1,0,0,1.2,0,90.2,7,0,0,16.6,35.8,3.2,0,0,3,0,0,15.4,1.2,0,0,0,12.2,10.6,0,13,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2651020,1,1/3/82,1,36.2,81.2,29,9,1,1,0,209.430.004.882.813,1,4.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,3,0,0,0,31.6,0,1.8,0.4,2.2,0,0,36.2,0.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/82,1,11.8,36.4,21,5,1,1,0,209.430.004.882.813,1,0,0,0,2.2,9.8,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,11.8,0,4,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/82,1,48.4,117.6,11,6,1,1,0,209.430.004.882.813,1,0,0,0,0,0,0,0,0,0,0,48.4,9.4,1,0,0,0,0,0,3.8,0,0,0,0,0,41.8,13.2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/82,1,68.2,315.7,29,13,1,1,0,209.430.004.882.813,1,0,0,0,0,1.4,0,0,0,0,0,63.8,23.6,0,0,0,32.6,0,1,0,19.4,0,15.4,0,28.8,6.9,53.6,0.8,0.2,68.2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/82,1,94.2,250.6,18,12,1,1,0,209.430.004.882.813,1,0,0,0,0.6,0,0,17.6,1.8,43.8,0.8,5,34.8,32.2,0,0,0,12.8,94.2,0,0,0,1,0,0,0,0,0,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/82,1,49.2,142,18,9,1,1,0,209.430.004.882.813,1,0,11,12.8,0,0,0,0,0,4,2.8,0,0,0,0,0,0,5.2,49.2,0,0,0,0,6.4,24.2,0,0,0,0,0,0,26.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/82,1,13.4,39,18,7,1,1,0,209.430.004.882.813,1,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,5.6,0,0,0,0,6.4,0,0,4.2,8.8,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/82,1,55.6,285.6,2,16,1,1,0,209.430.004.882.813,1,2.6,55.6,1.8,0,0,15.6,23.6,44.4,6.2,9.8,6.4,0.2,28.8,0,0,0,0,30.8,0,0,0,30.6,0,12,0,2,15.2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/82,1,92.6,440,14,20,1,1,0,209.430.004.882.813,1,0,0,3.6,50.2,32,26.6,0.4,0,0,0,38.4,18.4,2.4,92.6,29.6,2.8,0,0,0,6.8,52.6,2.8,5.2,9.2,21.2,0,14,6,25.2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/82,1,25,129.4,19,12,1,1,0,209.430.004.882.813,1,0,0,17.8,0,0,0,6.2,0,0,0,0,0,0.2,0,7.8,16.8,0,1.2,25,0,19,1,22.6,3.6,0,0,0,0,0,0,8.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/83,1,33.4,158,6,17,1,1,0,324.319.995.117.188,1,10,0,3.6,11.4,9.2,33.4,9,0,0,20.4,0,0,0,0,1.8,0,10.8,4.8,3.2,2,2.6,0,2.8,0,0,0,0,0,13.2,10.2,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/83,1,58.2,189.6,17,15,1,1,0,324.319.995.117.188,1,2.8,0.8,0,0,0,0,0,0,0,2.6,0,0,14.8,0,0.8,2.8,58.2,0,12,0,3.2,17,7.6,1.4,4.4,0,11.8,49.4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2651020,1,1/3/83,1,69.6,237.2,4,11,1,1,0,324.319.995.117.188,1,11.4,0,24,69.6,0.2,3.4,10.8,0,0,0,0,12.8,26.4,0,0,0,0,28.4,32.2,0,0,0,0,0,0,0,0,18,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/83,1,79.2,215.8,19,13,1,1,0,324.319.995.117.188,1,3.4,0,0,0,7,26.8,0.4,0,0,0,0,0,0,0,1.4,0,0,45.8,79.2,1.4,0,0,0.6,25.4,13.2,3.2,0,0,0,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/83,1,150.8,469,20,17,1,1,0,324.319.995.117.188,1,6.8,1.8,19.8,0,0,0,0,42,2.6,70,41.4,6.8,0,0,3.4,0,6.2,0,45.6,150.8,0,0,4,6.4,0,0,0,32.8,20.8,0,7.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/83,1,54,163.4,12,14,1,1,0,324.319.995.117.188,1,0,0,0.4,0.8,0,0,0,0,19.6,4.8,0,54,14.2,10.8,0,0,0,0.8,0,0,0,0,0,27.2,11.6,3.8,11.4,1.6,2.4,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/83,1,121,836.2,7,20,1,1,0,324.319.995.117.188,1,2,0,6.4,0,0,32.8,121,118.8,107.2,103,19,57.2,36.4,4.8,0,41.4,6,0,0,0,0,0,0,2.8,20.8,69.6,46.6,35,2.2,0,3.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/83,1,21.4,37.6,1,5,1,1,0,324.319.995.117.188,1,21.4,8.6,0,0,0,0,0,0,0,0,0,0,0,1.2,0.8,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/83,1,64.2,241.6,18,14,1,1,0,324.319.995.117.188,1,9.8,0,0,0,6.2,13.6,0,2.4,0,0,0,5.6,2.8,0.8,11.4,50,0,64.2,8,0,0,3.8,41.8,21.2,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/83,1,67.8,238.4,22,10,1,1,0,324.319.995.117.188,1,26.8,5,0,0,0,0,0,0,0,0,43,19.6,2.6,4.6,0,0,0,41.6,0.6,0,0,67.8,0,0,0,0,0,0,0,0,26.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/83,1,38.8,222.2,20,11,1,1,0,324.319.995.117.188,1,4.8,20.2,22.2,0,4.4,0,0,0,0,0,38,18.8,9.6,0,0,0,0,0,33.6,38.8,0,18.6,0,0,0,0,0,13.2,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/83,1,28.4,234.2,29,16,1,1,0,324.319.995.117.188,1,0,3.2,0,0,12.8,19.4,15.2,0,0,0,16.6,0,0.8,0,0,0,12.6,24,28,26,21.6,11.2,0,0,0,0,0,4,28.4,10.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/84,1,39.6,178.4,9,16,1,1,0,212.460.009.765.625,1,2,10.8,0,6.8,1,0,0,0,39.6,0,1,4.4,24.6,0,0,0,0,17.8,0.8,4.4,6.8,0,0,0,0,0,4.8,0,36.6,13.2,3.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/84,1,23.8,76.3,28,11,1,1,0,212.460.009.765.625,1,8.2,0,5.8,0,0,0.4,0,0,0,0,0,0,2.4,0,16.5,0,0,0,0,0,0.6,9.2,0,0,1.4,0,6.4,23.8,1.6,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2651020,1,1/3/84,1,73.4,262.6,30,16,1,1,0,212.460.009.765.625,1,5.8,23.2,10.4,16.4,1.2,4.8,18,4.8,0,0,0,0,0,0,0,0,0,5.6,13.2,66.4,15.8,1.2,0,0,0,0,0,1.8,0.6,73.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/84,1,32.6,119.6,14,8,1,1,0,212.460.009.765.625,1,0,32.4,0,2.4,0,0,0,0,0,0,0,0,0,32.6,1,0,0,10.6,4.2,0,0,0,0,28,0,0,0,0,8.4,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/84,1,22.8,102.2,18,11,1,1,0,212.460.009.765.625,1,0,0.6,0,0,0,0,0,9.2,0,14.8,7.2,6.6,2.6,22.6,0,0,8,22.8,0,0,0,0,0,0.8,0,0,0,0,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/84,1,107,257.2,15,8,1,1,0,212.460.009.765.625,1,0,0,0,0,0,3.8,3.4,0,0,12.4,0,0,75.6,26.8,107,0,20,0,0,0,0,0,0,0,0,0,8.2,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/84,1,31.6,81.8,13,8,1,1,0,212.460.009.765.625,1,0,0,0,29.4,0,0,3.8,0,0,0,0,0,31.6,10.4,1.2,0,0.2,0,0,0,5,0,0,0,0,0.2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/84,1,128.4,398.7,6,16,1,1,0,212.460.009.765.625,1,0,27.4,23.5,0,0.6,128.4,59.4,14.8,0,4,0.6,0,0,0.8,0,8.2,0,0,0.8,5.8,13.6,56.8,42.4,0,11.6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/84,1,95.4,143,26,7,1,1,0,212.460.009.765.625,1,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,7.6,0,0,0,0,26,6.4,0,0,0,2.8,95.4,2,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/84,1,22.4,44,7,8,1,1,0,212.460.009.765.625,1,0,0,0,0,0.2,5.8,22.4,1,2,5.6,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/84,1,57,298,12,17,1,1,0,212.460.009.765.625,1,0,4,38.6,7.2,29,36.6,1.6,1,10,3.8,0,57,13.4,0,0,0,15,0,0,57,7,0,0,0,7,4,0,0,0,5.8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/84,1,32.6,162.8,30,11,1,1,0,212.460.009.765.625,1,31.4,9.8,0,0,0,29,0,3.2,0,0,0,6.8,28.6,1.2,0,0,0,12.6,0,0,0,0,0,0,0,0.2,0,0,0,32.6,7.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/85,1,28.1,55.9,28,7,1,1,0,1176,1,10.8,0,0,0,0,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6,0,0,0,0,28.1,3.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/85,1,49.2,307.6,1,22,1,1,0,1176,1,49.2,10.4,0,27.2,18.2,0,5.6,25.8,1.6,0,20.4,11,14.6,3.6,39.8,19,0,4.6,13.8,1.8,15.6,14.2,3.4,0,0.6,0,6.6,0.6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2651020,1,1/3/85,1,18.5,73.5,28,12,1,1,0,1176,1,0,0,0,0,0,5.2,3.4,0,0,0.8,0,0,0,0,0,10.4,4,0.6,0,0,3,0,11.8,3.4,0,0,0,18.5,0,9.6,2.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/85,1,52,201.9,6,11,1,1,0,1176,1,0,0,0,10,49,52,3,0,0,0,2.7,0,0,0,0,45.6,17.8,4.5,0,0,0,0,0,0,0,11.6,0,0,0.6,5.1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/85,1,16.8,47.9,24,10,1,1,0,1176,1,0,0,0,0,0,0,0,6.9,10.1,4.1,0,0,0,0,0,0,0,0,0,0.7,0.9,4.7,0.2,16.8,0,0,0,0,0.5,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/85,1,20.9,37.6,2,9,1,1,0,1176,1,0,20.9,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,13.9,0,0.4,0.5,0.4,0,0,0,0,0.4,0,0,0.7,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/85,1,25.6,65.1,1,11,1,1,0,1176,1,25.6,2.7,0,0,1.3,13.9,4.6,0,0,1.7,0,0,0,0,0.3,0,0,0,0,0,0.4,0,0,0,0,0,0,1.1,13.2,0,0.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/85,1,23.9,37.1,1,5,1,1,0,1176,1,23.9,0.2,0,0,0,0,0,0,0,0,4.2,1.7,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/85,1,16,80.5,20,10,1,1,0,1176,1,14.3,3.2,8,11.2,0.6,0,0,0,0,0,0,0,0,7.9,7.2,0.2,0,0,0,16,0,0,0,0,0,0,0,0,0,11.9,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/85,1,38.6,118.3,29,9,1,1,0,1176,1,0,0,0,0,0,0,12.4,3.4,0,12.1,0,0,0,0,0,3.8,0,0,0,10,11.4,0,0,0,25.4,0,0,0,38.6,1.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/85,1,40.6,69,4,5,1,1,0,1176,1,0,13.9,5.6,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,5.6,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/12/85,1,29.8,81.6,26,10,1,1,0,1176,1,5.6,0,0,0.2,0,0,0,3.4,0,0,0,0,0,6.7,1.1,0,1.5,0,0,3.5,19.3,0,0,10.5,0,29.8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/1/86,1,46.9,202.1,19,16,1,1,0,175.980.004.882.813,1,39.7,0,0,0,0.5,0,0,0,0,0,2.1,9.4,12.5,6.5,2.3,0,0,0,46.9,18.3,2.8,0.4,28.3,0,0.5,0,0,0.6,0,0.5,30.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/2/86,1,55.3,325,9,17,1,1,0,175.980.004.882.813,1,19.8,20.6,3.7,0,0,0,0,12.5,55.3,55.2,4,10.7,0,0,0,30.4,21.6,0,0,1.6,0,0,33.8,11.2,15.6,6.2,14,8.8,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2651020,1,1/3/86,1,31.6,153.7,17,12,1,1,0,175.980.004.882.813,1,0,8.4,0,0,0,0.8,0,0,0,0,13.6,13,0,2.6,1.9,20.4,31.6,12.4,26.7,0,0,0,0,0,19.7,0,0,0,0,2.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/4/86,1,33.4,155.7,21,11,1,1,0,175.980.004.882.813,1,0,0,18.1,5.1,0,13,31.3,0,0.4,1.9,0,0,0,24.5,14.4,0,0,0,0,0,33.4,11.9,0,0,0,0,1.7,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/5/86,1,65.4,182.7,30,9,1,1,0,175.980.004.882.813,1,0,0,0,0,0,0,0,0,0,20.7,0,0,25,0,0,0,0,37.1,0,1.2,6.9,0,0,0,10.5,0,0,0.9,0,65.4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/6/86,1,16.8,33.7,25,5,1,1,0,175.980.004.882.813,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,16.8,0,0,0,1.5,0.8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/7/86,1,21.8,43.2,19,6,1,1,0,175.980.004.882.813,1,2.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,0,13.1,0,0,0,0,0.5,0,0,0,0,4.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/8/86,1,62.5,148.5,23,7,1,1,0,175.980.004.882.813,1,0,0,0,0,0,0,0,0,0,0,0,20.5,32.2,16.6,5.4,10.8,0,0,0,0,0,0.5,62.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/9/86,1,44.7,161.3,17,9,1,1,0,175.980.004.882.813,1,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,26.9,44.7,7,39.5,21.6,0,0.7,0,8,9.5,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2651020,1,1/10/86,1,45.1,118.3,21,7,1,1,0,175.980.004.882.813,1,0,0,0,0,0,0,0,9.1,3.6,26.1,0,0,0,0,0,0,0,23.7,10,0.7,45.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2651020,1,1/11/86,1,29.1,131.7,6,14,1,1,0,175.980.004.882.813,1,4.8,20.9,5.4,11,3,29.1,0,0,0,19.9,13.7,0,0,0,0,0,0,0,0,0,9.5,0,3.8,1.3,1.3,5.1,0,0,2.9,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
